
"nodeName", "library", "inputType", "completeName", "summary"
"GeometryConversion.DynamoToRevitBRep.ToRevitType","M:Revit","Autodesk.DesignScript.Geometry.Surface,System.Boolean,Autodesk.Revit.DB.ElementId","M:Revit.GeometryConversion.DynamoToRevitBRep.ToRevitType(Autodesk.DesignScript.Geometry.Surface,System.Boolean,Autodesk.Revit.DB.ElementId)","this method attempts to construct a BRep from a surface."
"GeometryConversion.ProtoToRevitSolid.GetSolidsFromElement","M:Revit","Autodesk.Revit.DB.Element","M:Revit.GeometryConversion.ProtoToRevitSolid.GetSolidsFromElement(Autodesk.Revit.DB.Element)","Get Solids from Element"
"GeometryConversion.ProtoToRevitSolid.ApplyMaterialToFreeForm","M:Revit","Autodesk.Revit.DB.Document,Revit.Elements.Material,Autodesk.Revit.DB.FreeFormElement","M:Revit.GeometryConversion.ProtoToRevitSolid.ApplyMaterialToFreeForm(Autodesk.Revit.DB.Document,Revit.Elements.Material,Autodesk.Revit.DB.FreeFormElement)","Apply Material to Solid"
"GeometryConversion.ProtoToRevitSolid.ApplySubCategoryToFreeForm","M:Revit","Autodesk.Revit.DB.Document,System.String,Autodesk.Revit.DB.FreeFormElement","M:Revit.GeometryConversion.ProtoToRevitSolid.ApplySubCategoryToFreeForm(Autodesk.Revit.DB.Document,System.String,Autodesk.Revit.DB.FreeFormElement)","Apply SubCategory to Solid"
"GeometryConversion.ProtoToRevitSolid.ApplyVoidSettingsToFreeForm","M:Revit","Autodesk.Revit.DB.FreeFormElement","M:Revit.GeometryConversion.ProtoToRevitSolid.ApplyVoidSettingsToFreeForm(Autodesk.Revit.DB.FreeFormElement)","Apply Cutting Settings to Void"
"GeometryConversion.ProtoToRevitSolid.ToRevitFamilyType","M:Revit","Autodesk.DesignScript.Geometry.Solid,System.String,Revit.Elements.Category,System.String,Revit.Elements.Material,System.Boolean,System.String","M:Revit.GeometryConversion.ProtoToRevitSolid.ToRevitFamilyType(Autodesk.DesignScript.Geometry.Solid,System.String,Revit.Elements.Category,System.String,Revit.Elements.Material,System.Boolean,System.String)","Convert a DS Solid to a Revit FamilySymbol containing Revit FreeForms via SAT Export/Import"
"GeometryConversion.FamilyImportOptions","T:Revit","","T:Revit.GeometryConversion.FamilyImportOptions","Family Import Options"
"GeometryConversion.ProtoToRevitMesh.CreateBoundingBoxMeshForErrors","M:Revit","Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Point,System.Boolean","M:Revit.GeometryConversion.ProtoToRevitMesh.CreateBoundingBoxMeshForErrors(Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Point,System.Boolean)","This is to create a bounding box mesh for geometries which have errors during the tessellating process"
"GeometryConversion.NurbsUtils.ElevateBezierDegree","M:Revit","Autodesk.DesignScript.Geometry.NurbsCurve,System.Int32","M:Revit.GeometryConversion.NurbsUtils.ElevateBezierDegree(Autodesk.DesignScript.Geometry.NurbsCurve,System.Int32)","Elevate the degree of a Bezier curve (represented in NURBS form) to a given degreewithout changing the shape"
"GeometryConversion.PolygonContainment.GetQuadrant","M:Revit","Autodesk.Revit.DB.UV,Autodesk.Revit.DB.UV","M:Revit.GeometryConversion.PolygonContainment.GetQuadrant(Autodesk.Revit.DB.UV,Autodesk.Revit.DB.UV)","Determine the quadrant of a polygon vertex relative to the test point."
"GeometryConversion.PolygonContainment.GetXIntercept","M:Revit","Autodesk.Revit.DB.UV,Autodesk.Revit.DB.UV,System.Double","M:Revit.GeometryConversion.PolygonContainment.GetXIntercept(Autodesk.Revit.DB.UV,Autodesk.Revit.DB.UV,System.Double)","Determine the X intercept of a polygon edge with a horizontal line at the Y value of the test point."
"GeometryConversion.PolygonContainment.PolygonContains","M:Revit","System.Collections.Generic.List{Autodesk.Revit.DB.UV},Autodesk.Revit.DB.UV","M:Revit.GeometryConversion.PolygonContainment.PolygonContains(System.Collections.Generic.List{Autodesk.Revit.DB.UV},Autodesk.Revit.DB.UV)","Determine whether given 2D point lies within the polygon.Written by Jeremy Tammik, Autodesk, 2009-09-23, based on code that I wrote back in 1996 in C++, which in turn was based on C code from the article ""An Incremental Angle Point in Polygon Test"" by Kevin Weiler, Autodesk, in ""Graphics Gems IV"", Academic Press, 1994.Copyright (C) 2009 by Jeremy Tammik. All rights reserved.This code may be freely used. Please preserve this comment."
"GeometryConversion.SurfaceExtractor","T:Revit","","T:Revit.GeometryConversion.SurfaceExtractor","This class is required to extract the underlying surface representation from a Revit Face.All Face types are supported."
"GeometryConversion.GeometryObjectConverter.Convert","M:Revit","Autodesk.Revit.DB.GeometryObject,Autodesk.Revit.DB.Reference,Autodesk.DesignScript.Geometry.CoordinateSystem","M:Revit.GeometryConversion.GeometryObjectConverter.Convert(Autodesk.Revit.DB.GeometryObject,Autodesk.Revit.DB.Reference,Autodesk.DesignScript.Geometry.CoordinateSystem)","Convert a GeometryObject to an applicable ProtoGeometry type."
"GeometryConversion.GeometryObjectConverter.ConvertToMany","M:Revit","Autodesk.Revit.DB.Solid,Autodesk.Revit.DB.Reference,Autodesk.DesignScript.Geometry.CoordinateSystem","M:Revit.GeometryConversion.GeometryObjectConverter.ConvertToMany(Autodesk.Revit.DB.Solid,Autodesk.Revit.DB.Reference,Autodesk.DesignScript.Geometry.CoordinateSystem)","Get the edges and faces from the solid and convert them"
"GeometryConversion.UnitConverter.InDynamoUnits``1","M:Revit","``0","M:Revit.GeometryConversion.UnitConverter.InDynamoUnits``1(``0)","Convert from Revit API internal units (feet) to Revit Display units.Can be used simply as geometry.InDynamoUnits() as the type is constrained"
"GeometryConversion.UnitConverter.InHostUnits``1","M:Revit","``0","M:Revit.GeometryConversion.UnitConverter.InHostUnits``1(``0)","Convert from Revit Display Units to Revit API internal units (feet)Can be used simply as geometry.InHostUnits()"
"GeometryConversion.UnitConverter.ConvertToDynamoUnits``1","M:Revit","``0@","M:Revit.GeometryConversion.UnitConverter.ConvertToDynamoUnits``1(``0@)","Convert the geometry to Dynamo units if convert is true.The input geometry will be disposed and a converted geometrywill be assigned to it."
"GeometryConversion.UnitConverter.ConvertToHostUnits``1","M:Revit","``0@","M:Revit.GeometryConversion.UnitConverter.ConvertToHostUnits``1(``0@)","Convert the geometry to host units if convert is true.The input geometry will be disposed and a converted geometrywill be assigned to it."
"GeometryObjects.GeometryObjectSelector.ByReferenceStableRepresentation","M:Revit","System.String","M:Revit.GeometryObjects.GeometryObjectSelector.ByReferenceStableRepresentation(System.String)","Return an AbstractGeometryObject given a string representation of the geometry's reference."
"GeometryObjects.GeometryObjectSelector.RequiresTransform","M:Revit","Autodesk.Revit.DB.FamilyInstance","M:Revit.GeometryObjects.GeometryObjectSelector.RequiresTransform(Autodesk.Revit.DB.FamilyInstance)","Determine if the Geometry extracted from a FamilyInstance requires transformation.Bizarrely, some FamilyInstance's geom is transformed and some not when obtainedfrom GetGeometryObjectFromReference.This is because some need to be transformedto interact with adjacent geometry in the document.This stop-gap, suggested bySC in the Revit API team, checks if there are any non-empty GeometryInstances in FamilyInstance's geometry.Apparently this is a good heuristic for checking ifthe geometry requires a transform or not."
"GeometryObjects.GeometryObjectSelector.RequiresTransform","M:Revit","Autodesk.Revit.DB.ImportInstance","M:Revit.GeometryObjects.GeometryObjectSelector.RequiresTransform(Autodesk.Revit.DB.ImportInstance)","This is a workaround. Revit experts are positive about this."
"GeometryReferences.ElementGeometryReference","T:Revit","","T:Revit.GeometryReferences.ElementGeometryReference","A base class for revit Reference objects"
"GeometryReferences.ElementGeometryReference.InternalReference","P:Revit","","P:Revit.GeometryReferences.ElementGeometryReference.InternalReference","A stable reference to a Revit Element's geometry"
"GeometryReferences.ElementFaceReference","T:Revit","","T:Revit.GeometryReferences.ElementFaceReference","A stable reference to a Revit Face, usually derived from a Revit Element"
"GeometryReferences.ElementCurveReference","T:Revit","","T:Revit.GeometryReferences.ElementCurveReference","A stable reference to a Revit curve derived from a Revit Element"
"GeometryReferences.ElementCurveReference.TryGetCurveReference","M:Revit","System.Object,System.String","M:Revit.GeometryReferences.ElementCurveReference.TryGetCurveReference(System.Object,System.String)","Attempt to extract a CurveReference from an object which may be a Revit.References.CurveReference, Revit.Elements.CurveElement, or Revit.Elements.Element"
"GeometryReferences.ElementPlaneReference","T:Revit","","T:Revit.GeometryReferences.ElementPlaneReference","A Reference to a plane extracted from a Revit ELement"
"References.RayBounce.ByOriginDirection","M:Revit","Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Vector,System.Int32,Revit.Elements.Views.View3D","M:Revit.References.RayBounce.ByOriginDirection(Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Vector,System.Int32,Revit.Elements.Views.View3D)","Returns positions and elements hit by ray bounce from the specified origin point and direction"
"References.RayBounce.FindClosestReference","M:Revit","System.Collections.Generic.IEnumerable{Autodesk.Revit.DB.ReferenceWithContext}","M:Revit.References.RayBounce.FindClosestReference(System.Collections.Generic.IEnumerable{Autodesk.Revit.DB.ReferenceWithContext})","Find the first intersection with a face"
"Graphics.GraphicsManager.tesselationLevelOfDetail","F:Revit","","F:Revit.Graphics.GraphicsManager.tesselationLevelOfDetail","Defines the global level of detail setting for object tesselation"
"Properties.Resources","T:Revit","","T:Revit.Properties.Resources","A strongly-typed resource class, for looking up localized strings, etc."
"Properties.Resources.ResourceManager","P:Revit","","P:Revit.Properties.Resources.ResourceManager","Returns the cached ResourceManager instance used by this class."
"Properties.Resources.Culture","P:Revit","","P:Revit.Properties.Resources.Culture","Overrides the current thread's CurrentUICulture property for allresource lookups using this strongly typed resource class."
"Properties.Resources.Adaptive_Component_Creation_Failed","P:Revit","","P:Revit.Properties.Resources.Adaptive_Component_Creation_Failed","Looks up a localized string similar to An adaptive component could not be found or created.."
"Properties.Resources.AnalysisResultsDefaultDescription","P:Revit","","P:Revit.Properties.Resources.AnalysisResultsDefaultDescription","Looks up a localized string similar to Analysis Results from Dynamo."
"Properties.Resources.AnalysisResultsDefaultName","P:Revit","","P:Revit.Properties.Resources.AnalysisResultsDefaultName","Looks up a localized string similar to Dynamo Analysis Results."
"Properties.Resources.Array_Count_Mismatch","P:Revit","","P:Revit.Properties.Resources.Array_Count_Mismatch","Looks up a localized string similar to The number of sample locations and samples is not equal.."
"Properties.Resources.CannotGetBaseOrSurveyPoint","P:Revit","","P:Revit.Properties.Resources.CannotGetBaseOrSurveyPoint","Looks up a localized string similar to Cannot get base or survey point from document.."
"Properties.Resources.CategoryArgumentException","P:Revit","","P:Revit.Properties.Resources.CategoryArgumentException","Looks up a localized string similar to You must supply a Category.."
"Properties.Resources.CategoryVisibilityOverrideError","P:Revit","","P:Revit.Properties.Resources.CategoryVisibilityOverrideError","Looks up a localized string similar to Specified View Template is not valid for this View.."
"Properties.Resources.CellForPanelNotFound","P:Revit","","P:Revit.Properties.Resources.CellForPanelNotFound","Looks up a localized string similar to Could not find cell for panel."
"Properties.Resources.CurtainGridNotFound","P:Revit","","P:Revit.Properties.Resources.CurtainGridNotFound","Looks up a localized string similar to Element has no Curtain Grid.."
"Properties.Resources.CurtainGridReferenceError","P:Revit","","P:Revit.Properties.Resources.CurtainGridReferenceError","Looks up a localized string similar to Reference should be to Face of the Element.."
"Properties.Resources.CurtainPanelInternalElementError","P:Revit","","P:Revit.Properties.Resources.CurtainPanelInternalElementError","Looks up a localized string similar to InternalElement of Curtain Panel is not Panel.."
"Properties.Resources.CurtainPanelIsNotPlanar","P:Revit","","P:Revit.Properties.Resources.CurtainPanelIsNotPlanar","Looks up a localized string similar to Curtain Panel is not planar."
"Properties.Resources.CurtainPanelIsNotRectangular","P:Revit","","P:Revit.Properties.Resources.CurtainPanelIsNotRectangular","Looks up a localized string similar to Curtain Panel is not rectangular."
"Properties.Resources.CurtainPanelShouldRepresentRevitPanel","P:Revit","","P:Revit.Properties.Resources.CurtainPanelShouldRepresentRevitPanel","Looks up a localized string similar to Curtain Panel should represent Revit panel."
"Properties.Resources.CurtainSystemTypeNotFound","P:Revit","","P:Revit.Properties.Resources.CurtainSystemTypeNotFound","Looks up a localized string similar to Curtain System Type not found.."
"Properties.Resources.CurveIsNotPlanar","P:Revit","","P:Revit.Properties.Resources.CurveIsNotPlanar","Looks up a localized string similar to Curve ist not planar. Please supply a planar curve.."
"Properties.Resources.CurveLoopNotClosed","P:Revit","","P:Revit.Properties.Resources.CurveLoopNotClosed","Looks up a localized string similar to Curves do not form a closed loop.."
"Properties.Resources.CurveNeedsTwoPoints","P:Revit","","P:Revit.Properties.Resources.CurveNeedsTwoPoints","Looks up a localized string similar to Cannot create Curve By Points with less than two points.."
"Properties.Resources.CurveReferenceExtractionDetail","P:Revit","","P:Revit.Properties.Resources.CurveReferenceExtractionDetail","Looks up a localized string similar to You supplied an {0}, but we could not extract a CurveReference from it!."
"Properties.Resources.CurveReferenceExtractionFailure","P:Revit","","P:Revit.Properties.Resources.CurveReferenceExtractionFailure","Looks up a localized string similar to {0} requires a ElementCurveReference extracted from a Revit Element! ."
"Properties.Resources.CurveReferenceFailure","P:Revit","","P:Revit.Properties.Resources.CurveReferenceFailure","Looks up a localized string similar to A Curve Reference can only be obtained from an Element.."
"Properties.Resources.CurveReferenceHint","P:Revit","","P:Revit.Properties.Resources.CurveReferenceHint","Looks up a localized string similar to You can use the {0} or {1} to turn this Curve into a Revit Element.."
"Properties.Resources.CurveRequired","P:Revit","","P:Revit.Properties.Resources.CurveRequired","Looks up a localized string similar to Please supply a curve geometry.."
"Properties.Resources.DirectShapeInvalidArgument","P:Revit","","P:Revit.Properties.Resources.DirectShapeInvalidArgument","Looks up a localized string similar to Can only create DirectShapes from Solids, Surfaces or Meshes.."
"Properties.Resources.DocumentDoesNotSupportGlobalParams","P:Revit","","P:Revit.Properties.Resources.DocumentDoesNotSupportGlobalParams","Looks up a localized string similar to Document does not support global parameters.."
"Properties.Resources.Dynamo_AVF_Data_Name","P:Revit","","P:Revit.Properties.Resources.Dynamo_AVF_Data_Name","Looks up a localized string similar to Dynamo Data."
"Properties.Resources.DynamoSolidToRevitBRepFailure","P:Revit","","P:Revit.Properties.Resources.DynamoSolidToRevitBRepFailure","Looks up a localized string similar to An unexpected failure occurred when attempting to convert the solid into a Revit BRep."
"Properties.Resources.DynamoSurfaceToRevitBRepFailure","P:Revit","","P:Revit.Properties.Resources.DynamoSurfaceToRevitBRepFailure","Looks up a localized string similar to An unexpected failure occurred when attempting to convert the surface into a Revit BRep."
"Properties.Resources.ElementCannotBeAnnotatedError","P:Revit","","P:Revit.Properties.Resources.ElementCannotBeAnnotatedError","Looks up a localized string similar to Element cannot be annotated."
"Properties.Resources.ExportOptionsArgumentException","P:Revit","","P:Revit.Properties.Resources.ExportOptionsArgumentException","Looks up a localized string similar to Invalid Schedule Export Options.."
"Properties.Resources.FaceReferenceExtractionDetail","P:Revit","","P:Revit.Properties.Resources.FaceReferenceExtractionDetail","Looks up a localized string similar to You supplied an {0}, but we could not extract a ElementFaceReference from it!."
"Properties.Resources.FaceReferenceExtractionFailure","P:Revit","","P:Revit.Properties.Resources.FaceReferenceExtractionFailure","Looks up a localized string similar to {0} requires a ElementFaceReference extracted from a Revit Element! ."
